arm,mapping,held_out,seed,auc,prauc,n_train,n_train_normal,n_test,prevalence,n_eff,epochs,cls_epochs,exact,d_loss_final,pseudo_rate,pseudo_agrees_with_truth
fanogan_paper,cosine,Chinese,2,0.3963900373096702,0.4169616923463247,1143,606,446,0.4730941704035874,13.9375,20,20,False,-7.337265968322754,,
fanogan_paper,cosine,Iran 2025,0,0.4499540863177226,0.3484638515501004,1270,643,319,0.3793103448275862,9.96875,20,20,False,-15.650850296020508,,
fanogan_paper,cosine,Iran 2025,1,0.4125970448284498,0.315008523783606,1270,643,319,0.3793103448275862,9.96875,20,20,False,-15.021242141723633,,
fanogan_paper,cosine,Iran 2025,2,0.4543784957008097,0.3459500275688068,1270,643,319,0.3793103448275862,9.96875,20,20,False,-7.97193431854248,,
fanogan_paper,arctan,COVID-19,0,0.6738027597402597,0.6932813583646315,1145,617,444,0.4954954954954955,13.875,20,20,False,-1.8701940774917605,,
fanogan_paper,arctan,COVID-19,1,0.6336850649350649,0.6885689955443209,1145,617,444,0.4954954954954955,13.875,20,20,False,-1.5441603660583496,,
fanogan_paper,arctan,COVID-19,2,0.6678165584415584,0.6924815556816981,1145,617,444,0.4954954954954955,13.875,20,20,False,-0.4788135886192322,,
fanogan_paper,arctan,Russia-Ukraine,0,0.4230534605146406,0.4774870641028605,1209,657,380,0.5157894736842106,11.875,20,20,False,-1.2658201456069946,,
fanogan_paper,arctan,Russia-Ukraine,1,0.4154281277728482,0.4604550522556029,1209,657,380,0.5157894736842106,11.875,20,20,False,-1.5801221132278442,,
fanogan_paper,arctan,Russia-Ukraine,2,0.4898513753327418,0.4892149594246716,1209,657,380,0.5157894736842106,11.875,20,20,False,-1.6599738597869873,,
fanogan_paper,arctan,Chinese,0,0.3859634970253101,0.4095997745341963,1143,606,446,0.4730941704035874,13.9375,20,20,False,-1.4127546548843384,,
fanogan_paper,arctan,Chinese,1,0.3834224059695472,0.3966280694583013,1143,606,446,0.4730941704035874,13.9375,20,20,False,-2.0651395320892334,,
fanogan_paper,arctan,Chinese,2,0.4156297267318745,0.4319059792396025,1143,606,446,0.4730941704035874,13.9375,20,20,False,-1.7071038484573364,,
fanogan_paper,arctan,Iran 2025,0,0.4016195007930545,0.3123932436774688,1270,643,319,0.3793103448275862,9.96875,20,20,False,-1.5739123821258545,,
fanogan_paper,arctan,Iran 2025,1,0.3908923950246264,0.3098999773519526,1270,643,319,0.3793103448275862,9.96875,20,20,False,-1.3458679914474487,,
fanogan_paper,arctan,Iran 2025,2,0.4166875365222472,0.3266829659651596,1270,643,319,0.3793103448275862,9.96875,20,20,False,-1.9987246990203855,,
fanogan_paper,arccosh,COVID-19,0,0.7335227272727273,0.6890685349579144,1145,617,444,0.4954954954954955,13.875,20,20,False,-4.104573726654053,,
fanogan_paper,arccosh,COVID-19,1,0.7587459415584416,0.7415757814961281,1145,617,444,0.4954954954954955,13.875,20,20,False,-4.769343852996826,,
fanogan_paper,arccosh,COVID-19,2,0.5968952922077922,0.6545750619602512,1145,617,444,0.4954954954954955,13.875,20,20,False,-8.166964530944824,,
fanogan_paper,arccosh,Russia-Ukraine,0,0.463814330079858,0.4923255865710821,1209,657,380,0.5157894736842106,11.875,20,20,False,-3.608062505722046,,
fanogan_paper,arccosh,Russia-Ukraine,1,0.4909327861579414,0.518271840280843,1209,657,380,0.5157894736842106,11.875,20,20,False,-5.471068382263184,,
fanogan_paper,arccosh,Russia-Ukraine,2,0.4137089618456078,0.4690723116211075,1209,657,380,0.5157894736842106,11.875,20,20,False,-7.25172758102417,,
fanogan_paper,arccosh,Chinese,0,0.3553897347988303,0.3910020416311445,1143,606,446,0.4730941704035874,13.9375,20,20,False,-4.864469528198242,,
fanogan_paper,arccosh,Chinese,1,0.3789250781486336,0.4199265981913434,1143,606,446,0.4730941704035874,13.9375,20,20,False,-4.996559143066406,,
fanogan_paper,arccosh,Chinese,2,0.5110013108803065,0.5068765091692975,1143,606,446,0.4730941704035874,13.9375,20,20,False,-9.467938423156738,,
fanogan_paper,arccosh,Iran 2025,0,0.4684865180732949,0.384270189629569,1270,643,319,0.3793103448275862,9.96875,20,20,False,-3.046507835388184,,
fanogan_paper,arccosh,Iran 2025,1,0.477752733951081,0.4153168220358687,1270,643,319,0.3793103448275862,9.96875,20,20,False,-3.904898881912232,,
fanogan_paper,arccosh,Iran 2025,2,0.4056682527756908,0.319970760389875,1270,643,319,0.3793103448275862,9.96875,20,20,False,-8.827242851257324,,
fanogan_paper,exponential,COVID-19,0,0.47698863636363636,0.5074089640343991,1145,617,444,0.4954954954954955,13.875,20,20,False,-14.008225440979004,,
fanogan_paper,exponential,COVID-19,1,0.5178977272727273,0.5454219996635261,1145,617,444,0.4954954954954955,13.875,20,20,False,-10.172233581542969,,
fanogan_paper,exponential,COVID-19,2,0.6072849025974026,0.6019508125901244,1145,617,444,0.4954954954954955,13.875,20,20,False,-9.275144577026367,,
fanogan_paper,exponential,Russia-Ukraine,0,0.4029503105590062,0.47234251419089407,1209,657,380,0.5157894736842106,11.875,20,20,False,-14.445991516113281,,
fanogan_paper,exponential,Russia-Ukraine,1,0.4355312777284827,0.4783207254411986,1209,657,380,0.5157894736842106,11.875,20,20,False,-12.919636726379395,,
fanogan_paper,exponential,Russia-Ukraine,2,0.4396350931677019,0.47492307165026704,1209,657,380,0.5157894736842106,11.875,20,20,False,-9.709070205688477,,
fanogan_paper,exponential,Chinese,0,0.43656347685792074,0.4279819576862002,1143,606,446,0.4730941704035874,13.9375,20,20,False,-14.25224781036377,,
fanogan_paper,exponential,Chinese,1,0.44513461732378745,0.4382147997366413,1143,606,446,0.4730941704035874,13.9375,20,20,False,-13.830596923828125,,
fanogan_paper,exponential,Chinese,2,0.39993949783200566,0.4654720485897349,1143,606,446,0.4730941704035874,13.9375,20,20,False,-7.286832809448242,,
fanogan_paper,exponential,Iran 2025,0,0.4391852408381334,0.33619979610353223,1270,643,319,0.3793103448275862,9.96875,20,20,False,-16.467172622680664,,
fanogan_paper,exponential,Iran 2025,1,0.44456966357792804,0.34464146592663053,1270,643,319,0.3793103448275862,9.96875,20,20,False,-13.863765716552734,,
fanogan_paper,exponential,Iran 2025,2,0.4925285917021454,0.44853474242583596,1270,643,319,0.3793103448275862,9.96875,20,20,False,-8.590219497680664,,
